dish_id,name,primary_cuisine,primary_coarse,description
chinese_flaky_pastry,Chinese flaky pastry,Chinese,pastry,"The dish is a form of unleavened flaky pastry. There are 2 versions, but both forms require creating two doughs: a ""water"" dough and an ""oil"" dough. The ""water"" dough requires mixing of flour, oil or fat, and warm water at a ratio of 10:3:4, while the ""oil"" dough requires direct mixing of flour and oil or fat at a ratio of 2:1 or 3:1, which provides for a crumbly mouthfeel and rich flavour. The two types of dough are systematically folded and rolled out to form multiple laminated layers of flaky dough, filled with various fillings, and baked at a temperature between 180 and 220 °C (356 and 428 °F)"
colston_bun,Colston bun,English,bread,"The dish is a sweet bun made of a yeast dough flavoured with dried fruit such as currants, candied peel, and sweet spices."
currant_bun,Currant bun,European,bread,The dish is a sweet bun that contains currants or raisins.
london_bun,London bun,British,bread,The dish is a square-shaped bun made of rich yeast dough flavored with currants and candied peel topped with white sugar icing or crystallised sugar.
spiced_bun,Spiced bun,Global,bread,The dish is a sweet bun to which spices were added during the baking process.
penny_bun,Penny bun,English,bread,The dish is a small bread bun or loaf.
flsklgg_med_rotmos,Fläsklägg med rotmos,Swedish,meat,"The dish consists cured ham hock is cooked for one to two hours together with onions, carrots, and allspice or similar vegetable. Rutabaga, potatoes and carrots are then diced and cooked soft in the broth, then drained and mashed. It may be served with different kinds of mustard; the preferred one is a traditional sweet mustard."
amish_preaching_soup,Amish preaching soup,American,soup,The dish is a type of bean soup. Some versions are prepared with beans and ham hocks.
yun_dou_juan,Yun dou juan,Chinese,beans,"This dish is a traditional dish made by boiling kidney beans and then steaming them. The beans are crushed into a paste, shaped into rectangles, layered with bean paste, and rolled up; the rolls are then sliced into smaller pieces for serving."
ulava_charu,Ulava charu,Andhra,soup,"This dish is a soup like dish made with horse gram. The horse gram is boiled in water with salt, then strained from the soup before serving. "
purtumute,Purtumute,Peruvian,stew,"The dish is prepared by stewing several types of beans and corn, seasoned made with coriander.
"
kulen,Kulen,Croatian,meat,The sausage is made of minced pork.
chilorio,Chilorio,Mexican,meat,This dish is generally made from pork fried in chili sauce.
frijoles_puercos,Frijoles Puercos,Mexican,beans,"This dish is characterized by blended beans stewed with lard, chile pepper, chorizo, Chihuahua cheese."
rauchkse,Rauchkäse,German,cheese,"This is a type of smoked cheese, known for being semi-soft with a smoky brown rind. It is typically smoked using birch or spruce woods."
balyk,Balyk,Turkish,fish,"The dish is the salted and dried soft parts of fish, usually coming from large valuable species. Over time, the term was applied to smoked fish of this kind."
bijajica,Bijajica,Brazilian,sweets,"The dish is made by cassava starch, eggs, and sugar, fried in lard."
manjar_branco,Manjar branco,Brazilian,dessert,The dish is pudding mold with coconut extract.
sa,Sač,Turkish,meat,"The dish refer to a dish made of meat, vegetable and potatoes, baked in it."
bacalhau_com_natas,Bacalhau com natas,Portuguese,fish,"The dish is made of salted cod baked with onions, diced potatoes, and double cream."
chanfana,Chanfana,Portuguese,meat,The dish is a old goat meat roasted in wood-fired ovens.
caravane_cheese,Caravane cheese,Mauritanian,cheese,
catatos,Catatos,Angolan,meat,The dish is made with fried caterpillars and garlic. It is often served over rice.
mabok,Maboké,Centrafrican,fish,"It is a fish dish, with roasted spices, wrapped in banana leaf."
rolex,Rolex,Ugandan,bread,"The food is prepared by combining an egg omelette and vegetables wrapped in a flatbread. This single-portion dish is quick to prepare and can be eaten at any time of the day, from breakfast to lunch or supper or a snack."
