dish_id,name,primary_cuisine,primary_coarse,countries,region,description,ingredients_matched,n_ingredients,has_cdb_match,source
kabsa,Kabsa,Saudi Arabian,rice,"[""Saudi Arabia"", ""Yemen""]",Western Asia,"The dish usually made with rice (usually basmati), meat, Vegetable, and a mixture of spices. ","['almond', 'butter', 'carrot', 'chicken', 'coriander', 'cumin', 'garlic', 'lime', 'onion', 'pepper', 'rice', 'tomato']",12,True,worldcuisines
kalamay,Kalamay,Filipino,dessert,"[""Philippines""]",South Eastern Asia,"The dish is a sticky sweet delicacy. It is made of coconut milk, brown sugar, and ground glutinous rice. It can also be flavored with margarine, peanut butter, or vanilla.","['butter', 'coconut', 'coconut_milk', 'milk', 'peanut', 'rice', 'sugar', 'vanilla']",8,False,worldcuisines
katsudon,Katsudon,Japanese,rice,"[""Japan""]",Eastern Asia,"The dish is a bowl of rice topped with a deep-fried breaded pork cutlet, egg, Vegetable, and condiments. ","['egg', 'pork', 'rice']",3,False,worldcuisines
kedgeree,Kedgeree,Indian,rice,"[""India"",""United Kingdom""]",Southern Asia,"The dish consisting of cooked, flaked fish (traditionally smoked haddock), boiled rice, parsley, hard-boiled eggs, curry powder, lemon juice, salt, butter or cream, and occasionally sultanas. The dish can be eaten hot or cold.","['butter', 'cream', 'curry_paste', 'egg', 'fish', 'lemon', 'milk', 'onion', 'rice', 'salt', 'vegetable_oil', 'yogurt']",12,True,worldcuisines
ketupat,Ketupat,Indonesian,rice,"[""Indonesia"",""Brunei Darussalam"",""Malaysia"",""Singapore"",""Thailand""]",South Eastern Asia,The dish packed inside a diamond-shaped container of woven palm leaf pouch. It  is cut open until its skin (woven palm leaf) is totally removed. The inner rice cake is then cut into pieces and served as a staple food in place of plain steamed rice.,['rice'],1,False,worldcuisines
khao_kan_chin,Khao kan chin,Thai,rice,"[""Thailand""]",South Eastern Asia,"The dish is rice mixed with minced pork and pork blood, flavored with salt, sugar, a little garlic, shallot, vegetable oil, and then steamed inside a banana leaf. It is commonly served with fried chopped garlic, fried dried bird chilies, and cucumber.","['banana', 'chili', 'cucumber', 'garlic', 'onion', 'pork', 'rice', 'salt', 'sugar', 'vegetable_oil']",10,False,worldcuisines
khao_khluk_kapi,Khao khluk kapi,Thai,rice,"[""Thailand""]",South Eastern Asia,"The dish consists of the primary ingredients of fried rice mixed with shrimp paste. The dish is typically served with several side dishes or toppings, such as sliced cucumber, sliced shallot, onion or purple onion, deep-fried or fried shrimp, shredded or thinly sliced sour green mango, chili peppers, deep-fried chili peppers, sliced thin egg omelet or crêpe, sweetened roasted pork, pork belly (Chinese mu wan), Chinese sausage such as kun chiang, and mackerel, among others.","['chili', 'cucumber', 'egg', 'mango', 'onion', 'pork', 'rice', 'sausage', 'shrimp']",9,False,worldcuisines
khao_lam,Khao lam,Thai,rice,"[""Thailand"", ""Laos""]",South Eastern Asia,The dish consists of sticky rice roasted inside specially prepared bamboo sections of different diameters and lengths.,['rice'],1,False,worldcuisines
khao_tom,Khao tom,Thai,rice,"[""Thailand"", ""Laos""]",South Eastern Asia,"The dish is made of sticky rice, ripe banana, coconut milk, all wrapped and steamed-cooked in banana leaves.","['banana', 'coconut', 'coconut_milk', 'milk', 'rice']",5,False,worldcuisines
kharcho,Kharcho,Georgian,soup,"[""Georgia""]",Western Asia,"The dish is a soup consists of beef, rice, cherry plum purée, and chopped walnuts (Juglans regia), but they are not compulsory. The soup is seasoned with Khmeli Suneli and coriander. The characteristic ingredients of the soup are meat (usually fatty cuts of beef), cherry plum purée made from tklapi or tkemali, rice, chopped walnuts, and a spice mix that varies between different regions.","['beef', 'coriander', 'rice']",3,False,worldcuisines
khichdi,Khichdi,Indian Subcontinent,rice,"[""India"", ""Bangladesh"", ""Pakistan"", ""Nepal"", ""Trinidad and Tobago"", ""Guyana"", ""Suriname"", ""Fiji"", ""Mauritius""]",Caribbean,The dish is made of rice and lentils (dal) with numerous variations. Variations include bajra and mung dal khichri.,"['cumin', 'lentil', 'pepper', 'rice', 'turmeric']",5,True,worldcuisines
kiampong,Kiampong,Filipino,rice,"[""Philippines""]",South Eastern Asia,"The meat (usually pork) and sausages are first cooked in a sauce similar to adobo with garlic, soy sauce, vinegar, sugar, and ground black pepper. Various Vegetable (typically mustard greens) and root crops like taro can also be added, depending on the recipe. This is then added to a pot along with glutinous rice and mixed thoroughly before cooking the rice. Toasted nuts and scallions are added before serving.","['black_pepper', 'garlic', 'pepper', 'pork', 'rice', 'soy_sauce', 'sugar', 'vinegar']",8,False,worldcuisines
kiping,Kiping,Filipino,snack,"[""Philippines""]",South Eastern Asia,"The dish is leaf-shaped wafer made from glutinous rice. It can be eaten grilled or fried and can be dipped in sugar, vinegar, or other sauces.","['rice', 'sugar', 'vinegar']",3,False,worldcuisines
kongbap,Kongbap,Korean,rice,"[""Korea""]",Eastern Asia,The dish consists of white or brown rice cooked together with one or more varieties of soybeans. It may be made from scratch by combining and cooking together dried rice and soybeans—usually black soybeans.,"['rice', 'soybean']",2,False,worldcuisines
kuning,Kuning,Filipino,rice,"[""Philippines""]",South Eastern Asia,"The is a rice dish cooked with turmeric, lemongrass, salt, bay leaves, and other spices to taste.","['rice', 'salt', 'turmeric']",3,False,worldcuisines
koshary,Koshary,Egyptian,rice,"[""Egypt""]",Northern Africa,"The dish is made by mixing pasta,  fried rice, vermicelli and brown lentils, and topped with chickpeas, a garlicky tomato sauce, garlic vinegar, and crispy fried onions. Sprinklings of garlic vinegar and hot sauce are optional.","['butter', 'chicken', 'chickpea', 'chili', 'coriander', 'cumin', 'garlic', 'lentil', 'onion', 'pasta_dry', 'pepper', 'rice', 'rice_noodle', 'tomato', 'vinegar']",15,True,worldcuisines
kutsinta,Kutsinta,Filipino,rice,"[""Philippines""]",South Eastern Asia,"The dish is a type of steamed rice cake (puto). It is made from a mixture of tapioca or rice flour, brown sugar and lye, enhanced with yellow food coloring or annatto extract, and steamed in small ramekins.","['rice', 'sugar', 'wheat_flour']",3,False,worldcuisines
lemang,Lemang,Indonesian,rice,"[""Indonesia""]",South Eastern Asia,"This dish is made from glutinous rice, coconut milk, and salt, cooked in a hollowed bamboo tube coated with banana leaves in order to prevent the rice from sticking to the bamboo.","['avocado', 'banana', 'chili', 'coconut', 'coconut_milk', 'cream', 'cumin', 'garlic', 'lime', 'mango', 'milk', 'onion', 'pepper', 'rice', 'salt', 'tomato']",16,True,worldcuisines
lemper,Lemper,Indonesian,snack,"[""Indonesia""]",South Eastern Asia,"This dish is a savoury snack made of glutinous rice filled with seasoned shredded chicken or meat floss. The meat filling is rolled inside the rice, in a fashion similar to an egg roll; this is in turn rolled and wrapped inside a banana leaf, oil paper, plastic sheet, or tinfoil to make a packet ready for serving. If banana leaf is not available, corn husk can be used.","['banana', 'chicken', 'corn', 'egg', 'rice', 'vegetable_oil']",6,False,worldcuisines
lepet,Lepet,Indonesian,snack,"[""Indonesia""]",South Eastern Asia,This dish is a type of sticky rice dumpling mixed with peanuts cooked with coconut milk and packed inside a young coconut leaf or palm leaf.,"['coconut', 'coconut_milk', 'milk', 'rice']",4,False,worldcuisines
lontong,Lontong,Indonesian,rice,"[""Indonesia""]",South Eastern Asia,"This dish is made of compressed rice cake in the form of a cylinder wrapped inside a banana leaf. Rice is rolled inside a banana leaf and boiled, then cut into small cakes as a staple food replacement for steamed rice.","['banana', 'rice', 'vegetable_oil']",3,False,worldcuisines
loco_moco,Loco moco,Hawaiian,rice,"[""United States""]",Northern America,"The dish consists of white rice, topped with a hamburger patty and brown gravy, and finally a sunny-side up fried egg. These ingredients must exist in the dish. No other egg variations are considered traditional and the stacking of the dish must be in the aforementioned order to be considered traditional.","['beef', 'butter', 'chicken', 'corn', 'egg', 'mushroom', 'onion', 'pepper', 'rice', 'tomato']",10,True,worldcuisines
locrio,Locrio,Dominican,rice,"[""Dominican Republic""]",Caribbean,"The dish consists of seasoned rice with some kind of meat, such as chicken, salami or pork.","['chicken', 'pork', 'rice']",3,False,worldcuisines
lugaw,Lugaw,Filipino,rice,"[""Philippines""]",South Eastern Asia,"This dish is traditionally made by boiling glutinous rice. Regular white rice may also be used if boiled with excess water. The basic version is sparsely spiced, usually only using salt, garlic, and ginger; or alternatively, sugar.","['chicken', 'egg', 'fish', 'garlic', 'ginger', 'onion', 'pepper', 'rice', 'salt', 'sugar', 'vegetable_oil']",11,True,worldcuisines
madumongso,Madumongso,Javanese,rice,"[""Indonesia""]",South Eastern Asia,The dish is a snack made from black sticky rice as the main ingredient. The sweet flavour is a result of fermenting black sticky rice into tapai and then it is cooked to become dodol.,['rice'],1,False,worldcuisines
tapai,Tapai,South East Asian,rice,"[""Indonesia"",""Malaysia"",""Korea"",""Philippines"",""Thailand"",""China""]",Eastern Asia,"The dish is a traditional fermented preparation of rice or other starchy foods. It has a sweet or sour taste[1] and can be eaten as is, as ingredients for traditional recipes, or fermented further to make rice wine.",['rice'],1,False,worldcuisines
dodol,Dodol,Indonesian,dessert,"[""Indonesia"",""Malaysia"",""Brunei Darussalam"",""Philippines"",""Sri Lanka"",""Thailand"",""India"",""Myanmar""]",Southern Asia,"The dish is a sweet, toffee-like confection made from coconut milk, jaggery, and rice flour. It is sticky, thick, and sweet.","['coconut', 'coconut_milk', 'milk', 'rice', 'wheat_flour']",5,False,worldcuisines
mandi,Mandi,Yemeni,rice,"[""Yemen""]",Western Asia,"The dish consists mainly of meat and rice with a blend of spices, and is cooked in a pit.","['almond', 'butter', 'lemon', 'rice', 'salt', 'wheat_flour']",6,True,worldcuisines
mansaf,Mansaf,Jordanian,rice,"[""Jordan""]",Western Asia,The dish is made of lamb cooked in a sauce of fermented dried yogurt and served with rice or bulgur.,"['lamb', 'rice', 'yogurt']",3,False,worldcuisines
maqluba,Maqluba,Levantine,rice,"[""Jordan"", ""Lebanon"", ""Palestine"", ""Syria"", ""Iraq""]",Western Asia,"The dish consists of meat, rice, and fried Vegetable placed in a pot which is flipped upside down when served.","['broccoli', 'eggplant', 'garlic', 'lamb', 'onion', 'pepper', 'rice', 'turmeric', 'yogurt', 'zucchini']",10,True,worldcuisines
masi,Masi,Filipino,dessert,"[""Philippines""]",South Eastern Asia,The dish is made from sweetened ground-soaked glutinous rice shaped into little balls with a filling of chopped roasted peanuts and muscovado or brown sugar. It is then boiled in water until it floats. It can also be steamed. It is traditionally sold wrapped in banana leaves.,"['banana', 'chili', 'mustard', 'onion', 'rice', 'sugar', 'vegetable_oil']",7,True,worldcuisines
jaynagarer_moa,Jaynagarer Moa,Indian,sweets,"[""India""]",Southern Asia,The dish is made from date palm jaggery and aromatic rice.,['rice'],1,False,worldcuisines
moche,Moche,Filipino,dessert,"[""Philippines""]",South Eastern Asia,"The dish is made from ground-soaked glutinous rice and filled with mung- or red bean paste, it is shaped into balls or ovals. Caramelised grated coconut may also be used. It is then boiled in water until it floats. It is then sprinkled with sesame seeds or crushed peanuts and served hot with a sauce made from sweetened coconut milk.","['coconut', 'coconut_milk', 'milk', 'rice', 'sesame_seed', 'vegetable_oil']",6,False,worldcuisines
mochi_ice_cream,Mochi ice cream,American,dessert,"[""United States""]",Northern America,The dish is made from pounded sticky rice with an ice cream filling.,"['cream', 'rice']",2,False,worldcuisines
moffle,Moffle,Japanese,dessert,"[""Japan""]",Eastern Asia,"The dish consisting of mochi rice cake cooked in a waffle iron, which creates a waffle.",['rice'],1,False,worldcuisines
mont_lin_maya,Mont lin maya,Burmese,snack,"[""Myanmar""]",South Eastern Asia,"The dish consists of crisp, round savory pancakes made with a batter consisting of rice flour, quail eggs, chickpeas, and spring onions, fried in a special metal pan.","['egg', 'rice', 'wheat_flour']",3,False,worldcuisines
moron,Moron,Filipino,dessert,"[""Philippines""]",South Eastern Asia,"The dish is cooked with glutinous rice, coconut milk and sugar. It also has a hint of vanilla and is usually partnered with coffee or a chocolate drink.","['chocolate', 'coconut', 'coconut_milk', 'coffee', 'milk', 'rice', 'sugar', 'vanilla']",8,False,worldcuisines
puffed_rice,Puffed rice,South East Asian,rice,"[""China"", ""Taiwan"", ""Japan"", ""Korea"", ""Philippines"", ""Thailand"", ""Malaysia"", ""Nepal"", ""India"", ""Bangladesh"", ""Czech Republic"", ""Slovakia""]",South Eastern Asia,"The dish is types of puffed grain made from rice. Traditional methods to puff or pop rice include frying in oil or salt. Western commercial version of this dish is usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely.","['rice', 'salt', 'vegetable_oil']",3,False,worldcuisines
nasi_ambeng,Nasi ambeng,Indonesian,rice,"[""Indonesia""]",South Eastern Asia,"The dish consists of steamed white rice, chicken curry or chicken stewed in soy sauce, beef or chicken rendang, sambal goreng urap, bergedel, and serunding. ","['beef', 'chicken', 'curry_paste', 'rice', 'soy_sauce']",5,False,worldcuisines
nasi_bakar,Nasi bakar,Indonesian,rice,"[""Indonesia""]",South Eastern Asia,"The dish is steamed rice seasoned with spices, wrapped in banana leaves, and grilled over charcoal. The banana leaf imparts a unique aroma to the rice. Variants include ingredients like fried chicken, beef, anchovy, fish, shrimp, mushrooms, tempeh, tofu, and salted duck egg.","['banana', 'beef', 'chicken', 'duck', 'egg', 'fish', 'rice', 'shrimp', 'tofu']",9,False,worldcuisines
