dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
goto,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""beef"", ""grams"": 150}, {""name"": ""ginger"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 20}, {""name"": ""fish_sauce"", ""grams"": 10}, {""name"": ""lemon"", ""grams"": 30}]",10,boil,517.0,580,32.0
mansaf,"[{""name"": ""lamb"", ""grams"": 200}, {""name"": ""yogurt"", ""grams"": 150}, {""name"": ""rice"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""pine_nut"", ""grams"": 15}]",9,braise,602.0,650,35.0
nasi_jinggo,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""banana"", ""grams"": 5}, {""name"": ""chicken"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""cucumber"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}]",9,steam,325.0,420,22.0
katsudon,"[{""name"": ""pork"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 60}, {""name"": ""rice"", ""grams"": 200}, {""name"": ""wheat_flour"", ""grams"": 20}, {""name"": ""bread"", ""grams"": 30}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 25}]",9,deep_fry,525.0,680,32.0
nasi_liwet,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""chicken"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",9,boil,392.0,520,22.0
loco_moco,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""butter"", ""grams"": 10}, {""name"": ""wheat_flour"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",10,fry,473.0,650,35.0
kabsa,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""cumin"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",10,braise,520.0,650,35.0
gaifan,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""hoisin_sauce"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""sesame_oil"", ""grams"": 5}]",7,braise,350.0,550,28.0
jhalmuri,"[{""name"": ""rice"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 30}, {""name"": ""cucumber"", ""grams"": 25}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""mustard"", ""grams"": 3}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",10,no_cook,171.0,220,4.0
lepet,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""peanut"", ""grams"": 50}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 2}]",4,steam,352.0,580,14.0
jambalaya,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 100}, {""name"": ""shrimp"", ""grams"": 80}, {""name"": ""sausage"", ""grams"": 70}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 40}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",11,saute,570.0,650,45.0
dal_bhat,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""lentil"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""cumin"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}]",11,boil,396.0,480,18.0
touffe,"[{""name"": ""shrimp"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""wheat_flour"", ""grams"": 20}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""rice"", ""grams"": 150}]",8,simmer,677.0,520,32.0
nasi_kebuli,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}]",7,braise,449.0,520,22.0
nasi_dagang,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""fish"", ""grams"": 120}, {""name"": ""cucumber"", ""grams"": 50}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""turmeric"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""vinegar"", ""grams"": 15}]",11,steam,535.0,620,28.0
lontong,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""banana"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}]",3,boil,255.0,260,4.0
mandi,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""lamb"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 3}, {""name"": ""cumin"", ""grams"": 3}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}]",11,roast,490.0,650,35.0
claypot_rice,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 100}, {""name"": ""sausage"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 30}]",8,braise,370.0,550,35.0
nasi_ulam,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""basil"", ""grams"": 15}, {""name"": ""cabbage"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""turmeric"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""shrimp"", ""grams"": 50}, {""name"": ""chicken"", ""grams"": 60}, {""name"": ""coconut"", ""grams"": 20}, {""name"": ""lime"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}]",12,steam,493.0,520,28.0
kedgeree,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""cod"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 3}]",9,boil,400.0,520,28.0
pus,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 2}]",2,boil,602.0,260,5.0
panta_bhat,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""potato"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}]",5,no_cook,415.0,320,8.0
kiribath,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""coconut_milk"", ""grams"": 200}, {""name"": ""sesame_seed"", ""grams"": 10}, {""name"": ""cashew"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}]",5,boil,382.0,520,12.0
pakhala,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""yogurt"", ""grams"": 100}, {""name"": ""cucumber"", ""grams"": 50}, {""name"": ""cumin"", ""grams"": 2}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""potato"", ""grams"": 60}, {""name"": ""eggplant"", ""grams"": 40}, {""name"": ""spinach"", ""grams"": 30}]",8,ferment,467.0,420,12.0
rice_bread,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 15}]",4,bake,385.0,420,8.0
puto_seco,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""corn"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""egg"", ""grams"": 50}]",6,bake,262.0,420,8.0
horchata,"[{""name"": ""rice"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""milk"", ""grams"": 200}, {""name"": ""vanilla"", ""grams"": 5}]",4,no_cook,287.0,280,6.0
puttu,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 2}]",3,steam,202.0,380,6.0
sel_roti,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 20}]",3,deep_fry,300.0,520,4.0
red_beans_and_rice,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""celery"", ""grams"": 30}, {""name"": ""sausage"", ""grams"": 70}, {""name"": ""pork"", ""grams"": 50}, {""name"": ""black_pepper"", ""grams"": 1}]",6,braise,504.0,650,32.0
pastil,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""beef"", ""grams"": 80}, {""name"": ""banana"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""black_pepper"", ""grams"": 2}]",7,steam,377.0,420,22.0
riz_casimir,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 120}, {""name"": ""curry_paste"", ""grams"": 20}, {""name"": ""banana"", ""grams"": 80}, {""name"": ""pineapple"", ""grams"": 80}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""cream"", ""grams"": 30}]",9,saute,560.0,680,32.0
rice_and_gravy,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""beef"", ""grams"": 120}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""wheat_flour"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""black_pepper"", ""grams"": 2}]",8,braise,370.0,520,28.0
saffron_rice,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}]",4,boil,200.5,550,8.0
spanish_rice,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chicken"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}]",7,saute,277.0,380,12.0
rice_and_curry,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 80}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",11,boil,485.0,520,28.0
szczecin_paprikash,"[{""name"": ""fish"", ""grams"": 100}, {""name"": ""rice"", ""grams"": 50}, {""name"": ""tomato_sauce"", ""grams"": 40}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",7,no_cook,243.0,320,18.0
shirin_polo,"[{""name"": ""rice"", ""grams"": 180}, {""name"": ""almond"", ""grams"": 20}, {""name"": ""walnut"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 10}]",7,steam,276.0,420,8.0
sapinsapin,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut_milk"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""coconut"", ""grams"": 30}]",4,steam,365.0,520,6.0
yakimochi,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""sesame_seed"", ""grams"": 5}]",4,grill,130.0,180,3.0
xi,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""vegetable_oil"", ""grams"": 10}]",7,steam,308.0,420,18.0
tube_rice_pudding,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""bamboo_shoot"", ""grams"": 50}, {""name"": ""pork"", ""grams"": 80}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 3}]",8,steam,323.0,420,22.0
mochi_ice_cream,"[{""name"": ""rice"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""corn"", ""grams"": 10}]",3,no_cook,140.0,220,3.0
fa_gao,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 40}]",2,steam,228.0,350,8.0
ldagun,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""soybean"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 10}]",4,steam,240.0,420,12.0
lugaw,"[{""name"": ""rice"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",4,boil,492.0,280,5.0
nasi_kerabu,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""chicken"", ""grams"": 150}, {""name"": ""fish"", ""grams"": 50}, {""name"": ""cabbage"", ""grams"": 50}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""cucumber"", ""grams"": 40}, {""name"": ""lime"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""coconut_milk"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 3}]",12,steam,613.0,650,35.0
zarda,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""almond"", ""grams"": 20}, {""name"": ""butter"", ""grams"": 15}]",5,boil,337.0,520,8.0
chitranna,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""peanut"", ""grams"": 30}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""lentil"", ""grams"": 15}, {""name"": ""mustard"", ""grams"": 3}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",9,saute,243.0,320,8.0
klepon,"[{""name"": ""rice"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""coconut"", ""grams"": 20}, {""name"": ""palm_oil"", ""grams"": 5}]",4,boil,135.0,180,2.0
kiampong,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""sausage"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""vinegar"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""cabbage"", ""grams"": 50}, {""name"": ""potato"", ""grams"": 50}]",10,braise,442.0,520,28.0
kue_lapis,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut_milk"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""salt"", ""grams"": 2}]",4,steam,382.0,520,5.0
funing_big_cake,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""pine_nut"", ""grams"": 15}, {""name"": ""walnut"", ""grams"": 15}]",5,steam,310.0,420,8.0
maqluba,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""chicken"", ""grams"": 120}, {""name"": ""eggplant"", ""grams"": 100}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 60}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""turmeric"", ""grams"": 2}]",10,braise,549.0,650,32.0
lo_mai_chi,"[{""name"": ""rice"", ""grams"": 80}, {""name"": ""coconut"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""peanut"", ""grams"": 25}, {""name"": ""sesame_seed"", ""grams"": 20}]",5,steam,195.0,380,8.0
lupis,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""banana"", ""grams"": 30}]",4,steam,220.0,320,4.0
tupig,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""coconut"", ""grams"": 30}]",4,bake,330.0,520,6.0
kue_putu,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""coconut"", ""grams"": 30}, {""name"": ""palm_oil"", ""grams"": 10}]",4,steam,180.0,320,4.0
sandige,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""cumin"", ""grams"": 3}]",6,no_cook,170.0,580,12.0
sholezard,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""almond"", ""grams"": 15}, {""name"": ""walnut"", ""grams"": 10}, {""name"": ""milk"", ""grams"": 200}, {""name"": ""honey"", ""grams"": 10}]",7,boil,407.0,520,12.0
dango,"[{""name"": ""rice"", ""grams"": 60}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_seed"", ""grams"": 5}]",4,boil,135.0,180,3.0
senbei,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sugar"", ""grams"": 5}, {""name"": ""sesame_seed"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",5,bake,122.0,400,6.0
sirutteok,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""sweet_potato"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}]",4,steam,332.0,420,6.0
hwajeon,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",4,fry,137.0,380,4.0
suman,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""coconut_milk"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""banana"", ""grams"": 30}]",4,steam,300.0,420,5.0
rice_noodle_roll,"[{""name"": ""rice_noodle"", ""grams"": 120}, {""name"": ""shrimp"", ""grams"": 60}, {""name"": ""beef"", ""grams"": 40}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 3}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""carrot"", ""grams"": 20}]",9,steam,298.0,320,22.0
pulihora,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""lemon"", ""grams"": 30}, {""name"": ""peanut"", ""grams"": 20}, {""name"": ""lentil"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""mustard"", ""grams"": 3}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 3}]",10,saute,288.0,380,9.0
bnh_tt,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""soybean"", ""grams"": 80}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""onion"", ""grams"": 30}]",7,boil,427.0,650,28.0
lo_mai_gai,"[{""name"": ""rice"", ""grams"": 100}, {""name"": ""chicken"", ""grams"": 60}, {""name"": ""mushroom"", ""grams"": 30}, {""name"": ""sausage"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""shrimp"", ""grams"": 15}, {""name"": ""soy_sauce"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}]",8,steam,280.0,420,22.0
taco_rice,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 150}, {""name"": ""cheese"", ""grams"": 30}, {""name"": ""lettuce"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""tomato_sauce"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",11,saute,588.0,650,35.0
