dish_id,name,primary_cuisine,E_composite,E_carbon,E_water,E_energy,E_land,log_E,cook_method,n_ingredients,total_grams,source,H_mean,H_bert
mole,mole,Mexican,0.20072552944472247,2.0695,1337.6650000000002,0.4,,-1.6058168292527808,simmer,,,expanded,5.2167,7.2974
moussaka,moussaka,Mediterranean,0.43368606008685157,7.8365,2160.3,0.8,,-0.8354343704907828,unknown,,,original,7.9968,7.124
muhammara,muhammara,Lebanese,0.05484685386929853,0.4645000000000001,826.565,0.0,,-2.9032104527154843,raw,,,expanded,6.9238,7.7094
mujaddara,mujaddara,Lebanese,0.1697586815529384,0.8800000000000001,1147.1,0.4,,-1.773377370682095,simmer,,,expanded,4.0257,7.5951
naan,naan,Indian,0.20543894052306066,0.7861,284.2,0.8,,-1.5826064156051087,unknown,,,original,3.2794,7.203
nachos,nachos,Mexican,0.24710391144041885,1.9215,668.3,0.8,,-1.3979463367303435,unknown,,,original,8.1233,6.823
nasi_goreng,nasi_goreng,Indonesian,0.2023496698503188,1.8985,1040.595,0.5,,-1.5977580392389654,stir_fry,,,expanded,7.2606,7.3769
nasi_lemak,nasi_lemak,Indonesian,0.14512904339935348,1.5875,912.61,0.3,,-1.9301319778579527,steam,,,expanded,5.4694,7.1132
nasi_padang,nasi_padang,Indonesian,0.1947136570691157,2.1065,1227.095,0.4,,-1.6362252248979932,simmer,,,expanded,8.3445,7.5521
nicoise_salad,nicoise_salad,French,0.0512970890576091,0.969,628.7400000000001,0.0,,-2.970121271931779,cold,,,expanded,5.2167,7.3713
okonomiyaki,okonomiyaki,Japanese,0.17298116067923916,1.149,755.9,0.5,,-1.7545725882220211,unknown,,,original,4.2962,7.216
onigiri,onigiri,Japanese,0.04095895237219923,1.0421,436.0,0.0,,-3.1951848754285828,unknown,,,original,6.1067,7.085
orange_chicken,orange_chicken,Chinese,0.3334443535935911,2.3175,1259.3,1.0,,-1.0982792833397659,unknown,,,original,3.0317,6.438
osso_buco,osso_buco,Italian,0.7709021586785187,15.8045,4119.8,1.2,,-0.26019381531521296,unknown,,,original,8.6082,7.166
oxtail_stew,oxtail_stew,Caribbean,0.7676634588265551,15.7225,4088.225,1.2,,-0.26440384652710464,braise,,,expanded,6.5556,7.3162
pad_see_ew,pad_see_ew,Thai,0.20661300347850675,1.991,1086.4,0.5,,-1.5769077839166274,unknown,,,original,6.9342,6.887
pad_thai,pad_thai,Thai,0.20689716009606948,2.316,1001.9,0.5,,-1.5755334202984064,unknown,,,original,6.1571,6.777
paella,paella,Spanish,0.21457154083518107,2.681,1401.0,0.4,,-1.5391120725135954,unknown,,,original,8.2123,7.111
pajeon,pajeon,Korean,0.15517730436472274,1.0375,489.16,0.5,,-1.8631869166897486,pan_fry,,,expanded,6.1523,7.2748
palak_paneer,palak_paneer,Indian,0.17815630267233298,2.7469,774.7,0.4,,-1.7250940090978688,unknown,,,original,7.4454,7.231
pancake,pancake,American,0.15822944125653735,1.1345,513.5,0.5,,-1.8437091394681395,unknown,,,original,5.2029,7.162
paneer_butter,paneer_butter,Indian,0.21972479246644128,4.1755,1076.6750000000002,0.4,,-1.5153794590468759,simmer,,,expanded,8.4548,7.0638
paneer_tikka,paneer_tikka,Indian,0.24811089944788356,3.7719,919.3,0.6,,-1.393879457577106,unknown,,,original,8.7381,7.1
panna_cotta,panna_cotta,Italian,0.05687132669367676,1.4655,585.5,0.0,,-2.866963989402446,unknown,,,original,7.8093,7.57
pao_de_queijo,pao_de_queijo,South American,0.23107750788966486,1.7550000000000003,446.35,0.8,,-1.465002092748722,bake,,,expanded,3.2587,7.0552
papaya_salad,papaya_salad,Thai,0.007383818249534483,0.201,106.2,0.0,,-4.908464396177898,unknown,,,original,5.6087,7.193
pasta_bolognese,pasta_bolognese,Italian,0.3131996038504226,6.6765,1951.1,0.4,,-1.1609145797116829,unknown,,,original,7.1684,7.058
pasta_carbonara,pasta_carbonara,Italian,0.17568238273145265,1.8885,969.1,0.4,,-1.739077557846226,unknown,,,original,3.9581,7.116
pasteis_de_nata,pasteis_de_nata,Portuguese,0.2368146308103899,1.501,611.92,0.8,,-1.4404775923640836,bake,,,expanded,5.2167,7.3468
pastelitos,pastelitos,Caribbean,0.28937141047778825,1.573,727.64,1.0,,-1.2400442586149858,deep_fry,,,expanded,6.9238,7.5647
pastitsio,pastitsio,Greek,0.4455906333572828,8.072000000000001,2294.46,0.8,,-0.8083546108833433,bake,,,expanded,4.0257,7.1429
patatas_bravas,patatas_bravas,Spanish,0.267916613477097,0.9015,553.7,1.0,,-1.3170794906287129,unknown,,,original,5.9025,7.31
pav_bhaji,pav_bhaji,Indian,0.11406680713196038,0.704,265.27,0.4,,-2.170970974761348,simmer,,,expanded,4.0257,6.8956
peking_duck,peking_duck,Chinese,0.3169675861606191,2.945,1554.1,0.8,,-1.14895576219218,unknown,,,original,9.5503,7.07
penne_arrabbiata,penne_arrabbiata,Italian,0.12784248490522937,0.7355,486.7,0.4,,-2.0569563595339524,unknown,,,original,7.4601,7.216
pernil,pernil,Caribbean,0.3411883920777094,2.6655,2035.385,0.8,,-1.0753204848175757,roast,,,expanded,5.7087,7.2536
pho,pho,Vietnamese,0.3192247201136242,6.945,1978.0,0.4,,-1.1418599724401244,unknown,,,original,8.3893,6.974
picanha,picanha,South American,0.6131617625093438,15.2865,3854.4,0.6,,-0.4891264912194729,grill,,,expanded,7.0959,7.4037
pide,pide,Turkish,0.3740657312885071,6.112,1638.08,0.8,,-0.9833237449018898,bake,,,expanded,4.9488,7.7344
pierogi,pierogi,Polish,0.13330546758925232,1.2085,448.055,0.4,,-2.0151120354649694,boil,,,expanded,7.5688,7.3984
piri_piri,piri_piri,African,0.2511934911945954,2.166,1411.77,0.6,,-1.381531755573326,grill,,,expanded,5.4694,7.5041
pita,pita,Mediterranean,0.21094822812995936,0.7217,393.9,0.8,,-1.5561425399258073,unknown,,,original,4.6139,7.042
pizza,pizza,Italian,0.2849729559252433,2.9604,1015.5,0.8,,-1.2553609947063433,unknown,,,original,5.6406,6.838
pizza_margherita,pizza_margherita,Italian,0.26588821243728583,2.4919,825.4,0.8,,-1.3246793125270628,unknown,,,original,2.5585,7.126
plantain,plantain,African,0.2523957591296273,0.814,318.5,1.0,,-1.3767569506367947,deep_fry,,,expanded,3.2587,7.3233
plov,plov,Central Asian,0.2463417320986158,3.6190000000000007,1674.045,0.4,,-1.4010355521603377,simmer,,,expanded,3.6628,7.03
polenta,polenta,Italian,0.1391056464373291,1.3810000000000002,497.56,0.4,,-1.9725215882286544,boil,,,expanded,2.798,7.4648
pot_roast,pot_roast,American,0.7551066763713242,15.646,3899.51,1.2,,-0.2808962465070054,braise,,,expanded,3.2587,7.0053
poutine,poutine,American,0.2798075412525834,2.0195000000000003,445.295,1.0,,-1.2736532648173817,deep_fry,,,expanded,2.2532,7.3804
pozole,pozole,Mexican,0.15746747029339905,1.1925,856.0,0.4,,-1.8485363798680106,unknown,,,original,4.3612,7.237
pretzel,pretzel,German,0.20411707894553824,0.7045,284.53000000000003,0.8,,-1.5890615333652554,bake,,,expanded,5.7087,7.2801
profiterole,profiterole,French,0.25602356192846737,1.789,853.6599999999999,0.8,,-1.362485799954808,bake,,,expanded,4.3571,7.482
prosciutto,prosciutto,Italian,0.05243242131207135,1.039,628.48,0.0,,-2.948230151658371,cold,,,expanded,8.4548,7.3345
pulled_pork,pulled_pork,American,0.37440644768170506,2.1585,1244.8,1.2,,-0.9824133131549108,unknown,,,original,8.4804,6.972
pupusa,pupusa,Caribbean,0.17832405092320244,1.5295,740.65,0.5,,-1.7241528730068654,pan_fry,,,expanded,7.5688,7.4362
quesadilla,quesadilla,Mexican,0.1975782383670397,2.5205,790.1,0.5,,-1.6216206294545517,unknown,,,original,7.8093,6.777
quiche,quiche,French,0.31078983134418564,3.3045,1352.2,0.8,,-1.16863837870668,unknown,,,original,6.3562,7.306
raclette,raclette,Swiss,0.21707569174792898,2.889,643.4,0.6,,-1.5275091763634172,grill,,,expanded,5.2167,7.603
raita,raita,Indian,0.020323924362695724,0.5678,221.6,0.0,,-3.8959565468332644,unknown,,,original,6.0561,6.859
ramen,ramen,Japanese,0.16699851034002608,1.321,979.9,0.4,,-1.7897703867247707,unknown,,,original,2.0123,6.942
ratatouille,ratatouille,French,0.12291704008929621,0.74,403.2,0.4,,-2.0962456219862187,unknown,,,original,2.3516,7.242
ravioli,ravioli,Italian,0.16723975220438447,2.0345,788.0,0.4,,-1.7883268541715958,unknown,,,original,6.7444,7.222
red_curry,red_curry,Thai,0.21658253256994708,2.335,1529.6,0.4,,-1.5297835913885158,unknown,,,original,7.1218,7.176
rendang,rendang,Indonesian,0.6805317676514121,12.8131,3431.89,1.2,,-0.38488077517138986,braise,,,expanded,8.6612,7.3914
ribs,ribs,American,0.4918157367204983,3.0445,1849.0,1.5,,-0.7096511515003088,unknown,,,original,8.5646,7.004
rice_and_peas,rice_and_peas,Caribbean,0.16382334279810137,1.2425,948.425,0.4,,-1.808966609791541,simmer,,,expanded,7.4181,7.0251
risotto,risotto,Italian,0.1569458987317266,1.7245,701.2,0.4,,-1.8518541270854427,unknown,,,original,8.4772,7.082
rojak,rojak,Indonesian,0.006534585885438184,0.135,110.14,0.0,,-5.030646302630256,cold,,,expanded,2.2532,7.0849
roti_caribbean,roti_caribbean,Caribbean,0.17875587749137858,1.0955,867.0400000000001,0.5,,-1.721734216877941,pan_fry,,,expanded,2.2532,6.949
saganaki,saganaki,Greek,0.19947211588782401,2.5045,826.125,0.5,,-1.6120808224067982,pan_fry,,,expanded,8.1087,7.5151
salt_pepper_squid,salt_pepper_squid,Chinese,0.276843008186701,1.6879,486.84,1.0,,-1.2843046909112437,deep_fry,,,expanded,5.9359,7.2281
samgyeopsal,samgyeopsal,Korean,0.23838038313610532,1.809,1295.8,0.6,,-1.433887632679494,unknown,,,original,4.5518,7.223
samosa,samosa,Indian,0.248877530934526,0.7475,278.0,1.0,,-1.390794347148628,unknown,,,original,6.6002,7.343
sancocho,sancocho,South American,0.1567249182667911,1.3864999999999998,790.325,0.4,,-1.853263123329396,simmer,,,expanded,7.5688,7.5097
sardines_grilled,sardines_grilled,Portuguese,0.1814032381771629,1.4288999999999998,448.55,0.6,,-1.7070328904286596,grill,,,expanded,2.2532,6.8794
sashimi,sashimi,Japanese,0.04710511038557653,1.8165,326.0,0.0,,-3.055373783090206,unknown,,,original,6.2072,7.112
satay,satay,Thai,0.20933357314717185,1.5179,890.6,0.6,,-1.5638262555751954,unknown,,,original,7.3074,7.066
satay_indonesian,satay_indonesian,Indonesian,0.22690895226715346,1.846,1094.0449999999998,0.6,,-1.4832064332935042,grill,,,expanded,6.1523,7.1925
scallion_pancake,scallion_pancake,Chinese,0.13686331309875496,0.5236,324.4,0.5,,-1.9887725658101603,unknown,,,original,8.4333,6.964
schnitzel,schnitzel,German,0.3496974617322195,2.279,1541.3300000000002,1.0,,-1.0506868933543065,deep_fry,,,expanded,7.4181,7.3505
sfeeha,sfeeha,Lebanese,0.28209417183166824,2.51,1091.1,0.8,,-1.2655143211249749,bake,,,expanded,8.3445,7.9096
shakshuka,shakshuka,African,0.14358150654659582,1.166,631.355,0.4,,-1.9408524151559063,simmer,,,expanded,8.6612,7.4834
shashlik,shashlik,Central Asian,0.3424177823446726,5.1215,2123.8,0.6,,-1.071723701645243,grill,,,expanded,7.4181,7.5325
shawarma,shawarma,Mediterranean,0.27184360994211304,2.0475,1046.9,0.8,,-1.302528341489122,unknown,,,original,7.8544,7.158
simit,simit,Turkish,0.205069338966404,0.5860000000000001,332.975,0.8,,-1.5844071181730894,bake,,,expanded,7.9826,7.8361
sinigang,sinigang,Filipino,0.16659856375844018,1.434,942.19,0.4,,-1.7921681701842729,simmer,,,expanded,7.7129,7.0812
sisig,sisig,Filipino,0.24191496690054634,1.899,1330.12,0.6,,-1.4191689910166414,grill,,,expanded,8.4418,7.2971
som_tam,som_tam,Thai,0.007111869621263738,0.181,107.15,0.0,,-4.945990113156831,cold,,,expanded,8.4548,7.1529
sopes,sopes,Mexican,0.15088297963733552,0.9075,453.135,0.5,,-1.8912507119003144,pan_fry,,,expanded,8.2292,7.6013
souffle,souffle,French,0.26829529397641194,2.5855,839.9,0.8,,-1.3156670618593946,unknown,,,original,5.7318,7.419
soup,soup,Other,0.11724048814490688,0.7254,312.4,0.4,,-2.143527999510218,unknown,,,original,3.7433,6.733
souvlaki,souvlaki,Greek,0.24019222966082668,1.768,1337.3199999999997,0.6,,-1.4263157193148515,grill,,,expanded,8.5603,7.2506
spaetzle,spaetzle,German,0.1309262349608967,0.9005000000000001,492.895,0.4,,-2.033121206278321,boil,,,expanded,2.2532,7.3799
spanakopita,spanakopita,Mediterranean,0.2508873379586179,2.1975,655.7,0.8,,-1.3827512933694146,unknown,,,original,4.7362,7.365
spring_rolls,spring_rolls,Chinese,0.2740058326109672,1.1495,587.3,1.0,,-1.2946058859192895,unknown,,,original,7.0283,6.845
steak,steak,American,0.6222858809888149,15.4751,3955.0,0.6,,-0.4743556760962733,unknown,,,original,5.4249,6.761
stroganoff,stroganoff,Russian,0.4970302887124851,11.875,3222.745,0.5,,-0.6991043116589916,saute,,,expanded,5.4694,7.2623
sundubu_jjigae,sundubu_jjigae,Korean,0.14632488233871818,1.23,659.6,0.4,,-1.921925907914397,unknown,,,original,7.7188,7.119
sushi,sushi,Japanese,0.047136938277500595,1.1451,510.9,0.0,,-3.054698333148579,unknown,,,original,5.081,6.974
suya,suya,African,0.5295050816583804,12.423,3243.5,0.6,,-0.6358125168981905,grill,,,expanded,8.5603,7.4566
sweet_and_sour,sweet_and_sour,Chinese,0.3319832544317973,2.1365,1284.6,1.0,,-1.102670749796152,unknown,,,original,4.2962,6.416
tabbouleh,tabbouleh,Mediterranean,0.030487023205952382,0.3775,443.6,0.0,,-3.490454154563541,unknown,,,original,6.6965,7.356
taco,taco,Mexican,0.34870518019077545,6.887,1744.0,0.6,,-1.0535284696874025,unknown,,,original,6.6002,7.05
tagine,tagine,African,0.4883797229159481,5.167500000000001,2322.09,1.2,,-0.7166620549785709,braise,,,expanded,3.7665,7.4859
tahdig,tahdig,Persian,0.17237446717130958,1.4775,655.56,0.5,,-1.758086033975351,pan_fry,,,expanded,8.6612,7.2985
takoyaki,takoyaki,Japanese,0.1413384390098946,0.818,318.3,0.5,,-1.9565979880007747,unknown,,,original,6.3849,7.144
tamagoyaki,tamagoyaki,Japanese,0.14873345315331002,0.8474999999999999,433.71,0.5,,-1.9055994800494271,pan_fry,,,expanded,4.9488,6.8993
tamale,tamale,Mexican,0.11880657504005161,0.8955,663.0,0.3,,-2.1302585281301156,unknown,,,original,8.034,7.247
tandoori_chicken,tandoori_chicken,Indian,0.24215099602021972,2.2714,1231.8,0.6,,-1.418193796904853,unknown,,,original,4.489,7.061
tapas,tapas,Spanish,0.17323186566965296,1.37,699.4,0.5,,-1.7531243178499984,unknown,,,original,7.0751,7.397
tempura,tempura,Japanese,0.3056061558962902,2.3195,793.8,1.0,,-1.185458078252959,unknown,,,original,7.4454,6.976
teriyaki,teriyaki,Japanese,0.2508891686254335,2.45,1328.7,0.6,,-1.382743996627572,unknown,,,original,3.3604,6.712
thai_iced_tea,thai_iced_tea,Thai,0.017440508244115884,0.3815,224.6,0.0,,-4.048959718488098,unknown,,,original,5.6406,7.216
tikka_masala,tikka_masala,Indian,0.1979181508662986,2.3429,1215.7,0.4,,-1.6199017132155842,unknown,,,original,6.5032,7.079
tiramisu,tiramisu,Italian,0.07948043500437825,1.522,947.6,0.0,,-2.532244388183425,unknown,,,original,7.9892,7.448
tiropita,tiropita,Greek,0.26067097429192426,2.543,724.23,0.8,,-1.3444963018248897,bake,,,expanded,7.4181,7.7669
tom_kha,tom_kha,Thai,0.1607935809493345,1.2495,895.9,0.4,,-1.8276338425033871,unknown,,,original,5.4627,7.207
tom_yum,tom_yum,Thai,0.13805293596906426,1.563,430.0,0.4,,-1.980118073399567,unknown,,,original,7.7028,7.086
tonkotsu_ramen,tonkotsu_ramen,Japanese,0.1647530292019197,1.2865,951.87,0.4,,-1.8033077191104667,boil,,,expanded,8.5603,7.1532
tortilla_espanola,tortilla_espanola,Spanish,0.1751571816127141,1.0075,831.0999999999999,0.5,,-1.7420715275374103,pan_fry,,,expanded,3.2587,7.1747
tostones,tostones,Caribbean,0.25257751301969006,0.8124,321.975,1.0,,-1.376037095119936,deep_fry,,,expanded,7.7129,7.2455
tteokbokki,tteokbokki,Korean,0.13490887446536423,1.1205,499.0,0.4,,-2.0031557324217153,unknown,,,original,5.2591,6.906
tzatziki,tzatziki,Greek,0.02880177770603126,0.6149999999999999,350.235,0.0,,-3.547318167841339,cold,,,expanded,4.3571,7.1544
udon,udon,Japanese,0.13007129702003514,0.7345,524.2,0.4,,-2.0396725402483926,unknown,,,original,5.7463,6.941
uttapam,uttapam,Indian,0.1549824436751834,0.7845,555.38,0.5,,-1.8644434350897574,pan_fry,,,expanded,6.5556,7.271
vindaloo,vindaloo,Indian,0.19791340682594863,1.7869,1368.3,0.4,,-1.6199256832111948,unknown,,,original,7.5825,7.325
waffle,waffle,American,0.1616352403614202,1.208,550.2,0.5,,-1.8224130851258429,unknown,,,original,4.5518,7.266
warak_enab,warak_enab,Lebanese,0.18014723621821918,2.105,984.22,0.4,,-1.7139807834643124,simmer,,,expanded,7.64,7.3835
wonton_noodle,wonton_noodle,Chinese,0.15386188675565424,1.262,776.6949999999999,0.4,,-1.8716999182184362,boil,,,expanded,8.4548,6.9994
wonton_soup,wonton_soup,Chinese,0.15033236272996542,1.2425,723.1,0.4,,-1.8949066845101041,unknown,,,original,5.2029,6.753
xiao_long_bao,xiao_long_bao,Chinese,0.11752533167966671,0.862,650.8,0.3,,-2.14110137987072,unknown,,,original,8.4772,7.102
yakitori,yakitori,Japanese,0.19770803671674364,1.4135,725.1,0.6,,-1.620963898560763,unknown,,,original,2.2428,6.842
rawon,Rawon,Indonesian,0.6681272302929293,12.717,3251.1,1.2,65.468,-0.40327665907118015,braise,9.0,322.0,worldcuisines_llm,,
soto_betawi,Soto Betawi,Indonesian,0.6156153698420987,10.2875,3041.2,1.2,49.7455,-0.4851329100742183,braise,10.0,635.0,worldcuisines_llm,,
soto_bandung,Soto Bandung,Indonesian,0.2884738698792056,6.2968,1642.4,0.4,32.6985,-1.2431507694783468,boil,11.0,236.0,worldcuisines_llm,,
soto_banjar,Soto Banjar,Indonesian,0.18487211668743578,1.9489,1106.0,0.4,2.508,-1.6880909540839577,boil,12.0,513.0,worldcuisines_llm,,
gulai,Gulai,Indonesian,0.43584182529107124,4.551,1613.9,1.2,17.8195,-0.8304758874855277,braise,8.0,350.0,worldcuisines_llm,,
pindang_patin,Pindang patin,Indonesian,0.13994640978571773,1.5325,470.0,0.4,1.015,-1.966495716899445,boil,11.0,385.0,worldcuisines_llm,,
chicken_tikka_masala,Chicken tikka masala,Indian Subcontinent,0.40304567848215217,3.3181,1404.7,1.2,5.7075,-0.9087053773490803,braise,12.0,639.0,worldcuisines_llm,,
chicken_tikka,Chicken tikka,Indian Subcontinent,0.23308297744215367,2.1219,1121.4,0.6,3.644,-1.4563607624532031,grill,11.0,373.0,worldcuisines_llm,,
saag,Saag,Indian Subcontinent,0.3389215272308834,2.3174,608.5,1.2,6.2425,-1.0819866814927728,braise,10.0,445.0,worldcuisines_llm,,
dhansak,Dhansak,Indian,0.4679132369512667,4.4729,2171.0,1.2,56.3445,-0.759472391381322,braise,10.0,387.0,worldcuisines_llm,,
dal_makhani,Dal Makhani,Indian,0.36478515578174275,1.6771,1216.3,1.2,3.5525,-1.0084467129976442,braise,12.0,401.0,worldcuisines_llm,,
nasi_uduk,Nasi Uduk,Indonesian,0.12069503822987455,1.0191,660.6,0.3,0.6295,-2.1144882600096633,steam,6.0,272.0,worldcuisines_llm,,
nasi_campur,Nasi Campur,Indonesian,0.21616157630398813,2.232,1179.7,0.5,1.989,-1.5317291124948933,fry,9.0,400.0,worldcuisines_llm,,
arrs_negre,Arròs negre,Spanish,0.3819983841226826,3.1665,1094.8,1.2,1.2775,-0.962338900429842,braise,8.0,475.0,worldcuisines_llm,,
khao_phat,Khao Phat,Thai,0.21027315044985725,2.0756,1124.3,0.5,2.2115,-1.5593478770355598,fry,11.0,427.0,worldcuisines_llm,,
hokkien_fried_rice,Hokkien fried rice,Taiwanese,0.1882272575981537,1.5865,890.4,0.5,1.63,-1.6701052291717589,fry,9.0,328.0,worldcuisines_llm,,
yin_yang_fried_rice,Yin yang fried rice,Chinese,0.18327399390561983,1.6971,777.3,0.5,2.083,-1.6967730114217525,fry,11.0,383.0,worldcuisines_llm,,
chahan,Chahan,Japanese,0.21394193671914064,2.1305,1170.5,0.5,1.861,-1.542050624517565,fry,12.0,425.0,worldcuisines_llm,,
omurice,Omurice,Japanese,0.2019853580876579,1.967,1015.7,0.5,2.1195,-1.599560068922641,fry,9.0,410.0,worldcuisines_llm,,
aligue_fried_rice,Aligue fried rice,Filipino,0.19831769696275506,2.3244,856.3,0.5,1.103,-1.6178850040558137,fry,9.0,380.0,worldcuisines_llm,,
java_rice,Java rice,Filipino,0.23848937016871105,2.5995,1451.7,0.5,2.947,-1.433430539170216,fry,10.0,460.0,worldcuisines_llm,,
sinangag,Sinangag,Filipino,0.16429283135876918,1.2349,587.2,0.5,0.749,-1.8061048863042484,fry,6.0,264.0,worldcuisines_llm,,
yangzhou_fried_rice,Yangzhou Fried Rice,Chinese,0.21856696659745464,2.296,1202.3,0.5,2.145,-1.5206628281193544,fry,9.0,395.0,worldcuisines_llm,,
akhni,Akhni,Bangladeshi,0.38273706061916624,2.4933,1292.0,1.2,2.3335,-0.9604070513667615,braise,11.0,525.0,worldcuisines_llm,,
akki_rotti,Akki rotti,Canarese,0.13766623203472392,0.7181,284.4,0.5,0.3015,-1.9829231318269538,fry,5.0,139.0,worldcuisines_llm,,
ampaw,Ampaw,Filipino,0.30893800236988556,2.0156,932.9,1.0,1.888,-1.1746146617948632,deep_fry,6.0,357.0,worldcuisines_llm,,
appam,Appam,Indian,0.16560920424344272,0.9996,673.8,0.5,0.601,-1.7981244573953445,fry,4.0,262.0,worldcuisines_llm,,
aremarem,Arem-arem,Indonesian,0.1375383212602379,1.4099,834.6,0.3,1.392,-1.983852700630705,steam,8.0,353.0,worldcuisines_llm,,
arroz_caldoso,Arroz caldoso,Spanish,0.371448979438113,2.5875,1077.6,1.2,1.9165,-0.990343760896205,braise,9.0,397.0,worldcuisines_llm,,
arroz_chaufa,Arroz chaufa,Chinese Peruvian,0.20430241263103857,1.9375,1062.5,0.5,2.11,-1.5881539679721046,fry,7.0,360.0,worldcuisines_llm,,
arroz_con_gandules,Arroz con gandules,Puerto Rican,0.4000188211768147,2.567,1560.4,1.2,3.1645,-0.9162436800390733,braise,9.0,460.0,worldcuisines_llm,,
arroz_con_huevo_frito,Arroz con huevo frito,Central American,0.16429060776704787,1.2151,592.6,0.5,0.86,-1.8061184207156433,fry,6.0,247.0,worldcuisines_llm,,
arroz_con_maiz,Arroz con maiz,Latin American,0.13912724316125688,1.077,581.4,0.4,0.901,-1.9723663461650558,boil,6.0,330.0,worldcuisines_llm,,
